_id,OBJECTID,GEO_ID,NAME,BOARD_NAME,SOURCE_ADDRESS,ADDRESS_POINT_ID,ADDRESS_NUMBER,ADDRESS_FULL,POSTAL_CODE,MUNICIPALITY,CITY,PLACE_NAME,CENTRELINE_ID,geometry
114,114,490154,BLACKSMITH PUBLIC SCHOOL ,Toronto District School Board,45 BLACKSMITH CRES,490154,45,45 Blacksmith Cres,M3N 1V5,North York,Toronto,Blacksmith Elementary School - Building Grounds,30092674,MULTIPOINT (-79.5268106869839 43.7711639591637)
115,115,774626,BLAKE STREET JUNIOR PUBLIC SCHOOL,Toronto District School Board,21 BOULTBEE AVE,774626,21,21 Boultbee Ave,M4J 1A7,former Toronto,Toronto,Blake Street Public School,1141613,MULTIPOINT (-79.3384762500832 43.6718063689636)
116,116,309574,BLANTYRE PUBLIC SCHOOL,Toronto District School Board,290 BLANTYRE AVE,309574,290,290 Blantyre Ave,M1N 2S4,Scarborough,Toronto,Blantyre Public School,113172,MULTIPOINT (-79.2838646531108 43.6851000843951)
117,117,490361,BLAYDON PUBLIC SCHOOL,Toronto District School Board,25 BLAYDON AVE,490361,25,25 Blaydon Ave,M3M 2C9,North York,Toronto,Blaydon Public School,30085278,MULTIPOINT (-79.4862561391138 43.735357222836)
118,118,2250071,BLESSED MARGHERITA OF CITTA DI CASTELLO CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,108 SPENVALLEY DR,2250071,108,108 Spenvalley Dr,M3L 1Z5,North York,Toronto,Blessed Margherita Of Citta Di Castello Catholic School,30092921,MULTIPOINT (-79.5079140443714 43.7436724724678)
119,119,30012333,BLESSED PIER GIORGIO FRASSATI CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,8 SEASONS DR,30012333,8,8 Seasons Dr,M1X 1X4,Scarborough,Toronto,Blessed Pier Giorgio Frassati Catholic School,30062578,MULTIPOINT (-79.2327375191257 43.8298752034525)
120,120,6709986,BLESSED POPE PAUL VI CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,270 LAUGHTON AVE,6709986,270,270 Laughton Ave,M6N 2X8,former Toronto,Toronto,St Paul VI Catholic School,6709987,MULTIPOINT (-79.4577930288278 43.6740129018064)
121,121,7763002,BLESSED SACRAMENT CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,24 BEDFORD PARK AVE,7763002,24,24 Bedford Park Ave,M5M 1H9,former Toronto,Toronto,Blessed Sacrament Catholic School,14036649,MULTIPOINT (-79.4039975153705 43.7274816103799)
122,122,9602629,BLESSED TRINITY CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,3205 BAYVIEW AVE,9602629,3205,3205 Bayview Ave,M2K 1G3,North York,Toronto,Blessed Trinity Catholic School,9531471,MULTIPOINT (-79.391826199989 43.7868975436176)
123,123,306063,BLISS CARMAN SENIOR PUBLIC SCHOOL,Toronto District School Board,10 BELLAMY RD S,306063,10,10 Bellamy Rd S,M1M 3N8,Scarborough,Toronto,Bliss Carman Senior Public School,14245815,MULTIPOINT (-79.2256018786147 43.732648962951)
124,124,6710176,BLOOR COLLEGIATE INSTITUTE,Toronto District School Board,1141 BLOOR ST W,6710176,1141,1141 Bloor St W,M6H 1M9,former Toronto,Toronto,Bloor Collegiate Institute,6710177,MULTIPOINT (-79.4367968963581 43.65924610796)
125,125,8432037,BLOORDALE MIDDLE SCHOOL,Toronto District School Board,10 TOLEDO RD,8432037,10,10 Toledo Rd,M9C 2H3,Etobicoke,Toronto,Bloordale Middle Public School,30009321,MULTIPOINT (-79.5719465300651 43.6391456489153)
126,126,8731366,BLOORLEA MIDDLE SCHOOL,Toronto District School Board,4050 BLOOR ST W,8731366,4050,4050 Bloor St W,M9B 1M5,Etobicoke,Toronto,Bloorlea Middle Public School,8731343,MULTIPOINT (-79.5556754935908 43.6376529320238)
127,127,30054504,BLUE GENE EDUCATION,,11A GLEN WATFORD DR,30054504,11A,11A Glen Watford Dr,M1S 2B8,Scarborough,Toronto,,7009470,MULTIPOINT (-79.2756210517415 43.7866780963874)
128,128,13494887,BLYTH ACADEMY SCHOOL - DOWNSVIEW PARK,,75 CARL HALL RD,13494887,75,75 Carl Hall Rd,M3K 2B9,North York,Toronto,,30110452,MULTIPOINT (-79.4750974058962 43.7476137521075)
129,129,8265336,BLYTH ACADEMY SCHOOL - ETOBICOKE,,2489 BLOOR ST W,8265336,2489,2489 Bloor St W,M6S 1R6,former Toronto,Toronto,,8265335,MULTIPOINT (-79.4865438361652 43.6476318294668)
130,130,8566068,BLYTH ACADEMY SCHOOL - LAWRENCE ,,2660 YONGE ST,8566068,2660,2660 Yonge St,M4P 2J5,former Toronto,Toronto,,8566053,MULTIPOINT (-79.4005921361057 43.7160130809748)
131,131,13502901,BLYTH ACADEMY SCHOOL - YORKVILLE,,85 ST NICHOLAS ST,13502901,85,85 St Nicholas St,M4Y 1W8,former Toronto,Toronto,,7754192,MULTIPOINT (-79.3867163432161 43.6682745249205)
132,132,7754014,BLYTHWOOD JUNIOR PUBLIC SCHOOL,Toronto District School Board,2 STRATHGOWAN CRES,7754014,2,2 Strathgowan Cres,M4N 2Z5,former Toronto,Toronto,Blythwood Junior Public School,7754013,MULTIPOINT (-79.3895057084414 43.7199314988808)
133,133,20138696,BNEI AKIVA SCHOOL - ULPANAT OROT FOR GIRLS  ,,45 CANYON AVE,20138696,45,45 Canyon Ave,M3H 3S4,North York,Toronto,,7094705,MULTIPOINT (-79.4382145878534 43.7582180659533)
134,134,9011164,BNOS BAIS YAAKOV SCHOOL FOR GIRLS  ,,2949 BATHURST ST,9011164,2949,2949 Bathurst St,M6B 3B2,North York,Toronto,,9011161,MULTIPOINT (-79.4288203417634 43.7165295830243)
135,135,13973547,BNOS CHAYA,,4116 BATHURST ST,13973547,4116,4116 Bathurst St,M3H 3P2,North York,Toronto,,30093417,MULTIPOINT (-79.4365869259905 43.7464156653035)
136,136,826229,BON BERGER CATHOLIC ELEMENTARY SCHOOL,Conseil scolaire de district catholique Centre-Sud,343 JONES AVE,826229,343,343 Jones Ave,M4J 3G4,former Toronto,Toronto,St. William,1141641,MULTIPOINT (-79.3366206236931 43.6725640377998)
137,137,308612,BOND ACADEMY SCHOOL,,1500 BIRCHMOUNT RD,308612,1500,1500 Birchmount Rd,M1P 2G5,Scarborough,Toronto,,109545,MULTIPOINT (-79.2903117142674 43.756523216951)
138,138,6361762,BOWMORE ROAD JUNIOR & SENIOR PUBLIC SCHOOL,Toronto District School Board,80 BOWMORE RD,6361762,80,80 Bowmore Rd,M4L 3J2,former Toronto,Toronto,Bowmore Public School - Building Grounds,6355883,MULTIPOINT (-79.3144917153579 43.676063664796)
139,139,1003702,BOYS LEADERSHIP ACADEMY ,Toronto District School Board,45 GOLFDOWN DR,1003702,45,45 Golfdown Dr,M9W 2H8,Etobicoke,Toronto,The Elms Junior Middle School,907618,MULTIPOINT (-79.5521137885613 43.722227297768)
140,140,1035925,BRAEBURN JUNIOR SCHOOL  ,Toronto District School Board,15 TANDRIDGE CRES,1035925,15,15 Tandridge Cres,M9W 2N8,Etobicoke,Toronto,Braeburn Public School,907479,MULTIPOINT (-79.5488638133372 43.7280298273892)
141,141,7795750,BRAEMAR COLLEGE PRIVATE SECONDARY   ,,229 COLLEGE ST,7795750,229,229 College St,M5T 1R4,former Toronto,Toronto,,7795746,MULTIPOINT (-79.3975131902069 43.6581269361942)
142,142,801469,BRANKSOME HALL GIRLS  ,,10 ELM AVE,801469,10,10 Elm Ave,M4W 1N4,former Toronto,Toronto,,1141270,MULTIPOINT (-79.3798154376982 43.675062372312)
143,143,565242,BREBEUF COLLEGE SCHOOL,Toronto Catholic District School Board,211 STEELES AVE E,565242,211,211 Steeles Ave E,M2M 3Y6,North York,Toronto,Brebeuf College School,14228166,MULTIPOINT (-79.4026251522927 43.8002282400109)
144,144,11467213,BRIAN PUBLIC SCHOOL,Toronto District School Board,95 BRIAN DR,11467213,95,95 Brian Dr,M2J 3Y6,North York,Toronto,Brian Public School,11467035,MULTIPOINT (-79.331933544035 43.7824531904325)
145,145,8344927,BRIARCREST JUNIOR SCHOOL ,Toronto District School Board,60 WELLESWORTH DR,8344927,60,60 Wellesworth Dr,M9C 4R3,Etobicoke,Toronto,Briarcrest Junior School,8344924,MULTIPOINT (-79.5800752804407 43.6664657716455)
146,146,312084,BRIDLEWOOD JUNIOR PUBLIC SCHOOL,Toronto District School Board,60 BRIDLEWOOD BLVD,312084,60,60 Bridlewood Blvd,M1T 1P7,Scarborough,Toronto,Bridlewood Public School,14198001,MULTIPOINT (-79.3150953883817 43.7807962711677)
147,147,14069873,BRIGHT START ACADEMY,,4630 DUFFERIN ST,14069873,4630,4630 Dufferin St,M3H 5S4,North York,Toronto,,10280130,MULTIPOINT (-79.4682899064453 43.7732445761783)
148,148,4709520,BRIGHTON,,240 THE DONWAY W,4709520,240,240 The Donway W,M3B 2V8,North York,Toronto,,30004508,MULTIPOINT (-79.3470100130127 43.7393068510598)
149,149,313306,BRIMWOOD BOULEVARD JUNIOR PUBLIC SCHOOL,Toronto District School Board,151 BRIMWOOD BLVD,313306,151,151 Brimwood Blvd,M1V 1E5,Scarborough,Toronto,Brimwood Boulevard Junior Public School,103922,MULTIPOINT (-79.2740896574429 43.8116998848004)
150,150,7515119,BROADACRES JUNIOR SCHOOL ,Toronto District School Board,45 CRENDON DR,7515119,45,45 Crendon Dr,M9C 3G6,Etobicoke,Toronto,Broadacres Public School,7515109,MULTIPOINT (-79.5720207319543 43.6480667176351)
151,151,492477,BROADLANDS PUBLIC SCHOOL,Toronto District School Board,106 BROADLANDS BLVD,492477,106,106 Broadlands Blvd,M3A 1J7,North York,Toronto,Broadlands Public School,441603,MULTIPOINT (-79.316462271329 43.7457277227854)
152,152,9780839,BROCK JUNIOR PUBLIC SCHOOL,Toronto District School Board,93 MARGUERETTA ST,9780839,93,93 Margueretta St,M6H 3S4,former Toronto,Toronto,Brock Junior Public School,14017889,MULTIPOINT (-79.4378441314772 43.6530496924269)
153,153,493354,BROOKHAVEN PUBLIC SCHOOL,Toronto District School Board,70 BROOKHAVEN DR,493354,70,70 Brookhaven Dr,M6M 4N8,North York,Toronto,Brookhaven Public School,446535,MULTIPOINT (-79.4956943989555 43.7025063022277)
154,154,536834,BROOKLYN COLLEGE SECONDARY SCHOOL,,150 LESMILL RD,536834,150,150 Lesmill Rd,M3B 2T5,North York,Toronto,,440167,MULTIPOINT (-79.3586470250663 43.7593992803488)
155,155,6242368,BROOKMILL BOULEVARD JUNIOR PUBLIC SCHOOL,Toronto District School Board,25 BROOKMILL BLVD,6242368,25,25 Brookmill Blvd,M1W 2L5,Scarborough,Toronto,Brookmill Boulevard Junior Public School,6242369,MULTIPOINT (-79.3148680045935 43.80122038284)
156,156,14248664,BROOKSIDE PUBLIC SCHOOL,Toronto District School Board,75 OASIS BLVD,14248664,75,75 Oasis Blvd,M1X 0A3,Scarborough,Toronto,Brookside Public School,14248995,MULTIPOINT (-79.2338532994675 43.8303652064155)
157,157,531083,BROOKVIEW LINC,Toronto District School Board,4505 JANE ST,531083,4505,4505 Jane St,M3N 2K7,North York,Toronto,Brookview Middle School,439448,MULTIPOINT (-79.5172466551502 43.7674572380872)
158,158,531083,BROOKVIEW MIDDLE SCHOOL,Toronto District School Board,4505 JANE ST,531083,4505,4505 Jane St,M3N 2K7,North York,Toronto,Brookview Middle School,439448,MULTIPOINT (-79.5172466551502 43.7674572380872)
159,159,7992855,BROWN JUNIOR PUBLIC SCHOOL ,Toronto District School Board,454 AVENUE RD,7992855,454,454 Avenue Rd,M4V 2J1,former Toronto,Toronto,"Brown Junior Public School, Brown Community Centre",7992854,MULTIPOINT (-79.4013122747142 43.6849129181957)
160,160,8392356,BRUCE JUNIOR PUBLIC SCHOOL,Toronto District School Board,51 LARCHMOUNT AVE,8392356,51,51 Larchmount Ave,M4M 2Y6,former Toronto,Toronto,Bruce Junior Public School,14037200,MULTIPOINT (-79.3333360558731 43.6610358159785)
161,161,314022,BUCHANAN PUBLIC SCHOOL,Toronto District School Board,4 BUCANNAN RD,314022,4,4 Bucannan Rd,M1R 3V3,Scarborough,Toronto,Buchanan Public School,109942,MULTIPOINT (-79.2999282686155 43.7514123659806)
162,162,6765660,BURNHAMTHORPE COLLEGIATE & ADULT LEARNING CENTRE,Toronto District School Board,500 THE EAST MALL,6765660,500,500 The East Mall,M9B 2C4,Etobicoke,Toronto,Burnhamthorpe Collegiate Institute,6765661,MULTIPOINT (-79.5616948758766 43.6491679256634)
163,163,314663,BURROWS HALL JUNIOR PUBLIC SCHOOL,Toronto District School Board,151 BURROWS HALL BLVD,314663,151,151 Burrows Hall Blvd,M1B 1M5,Scarborough,Toronto,Burrows Hall Junior Public School,30063088,MULTIPOINT (-79.2288180080604 43.792697960518)
164,164,312706,C D FARQUHARSON JUNIOR PUBLIC SCHOOL,Toronto District School Board,1965 BRIMLEY RD,312706,1965,1965 Brimley Rd,M1S 2B1,Scarborough,Toronto,C. D. Farquharson Junior Public School,20050591,MULTIPOINT (-79.2661055358191 43.784467159758)
165,165,8837557,C R MARCHANT MIDDLE SCHOOL,Toronto District School Board,1 RALPH ST,8837557,1,1 Ralph St,M9N 3A8,York,Toronto,C. R. Marchant Middle School,8837555,MULTIPOINT (-79.5129333966558 43.7017214781638)
166,166,10071193,C W JEFFERYS COLLEGIATE INSTITUTE,Toronto District School Board,340 SENTINEL RD,10071193,340,340 Sentinel Rd,M3J 1T9,North York,Toronto,C. W. Jeffreys Collegiate Institute,30024038,MULTIPOINT (-79.4999125095246 43.7582792583815)
167,167,495446,CALICO PUBLIC SCHOOL,Toronto District School Board,35 CALICO DR,495446,35,35 Calico Dr,M3L 1V5,North York,Toronto,Calico Public School,442948,MULTIPOINT (-79.5035920382592 43.7379061764681)
168,168,495911,CAMERON PUBLIC SCHOOL,Toronto District School Board,211 CAMERON AVE,495911,211,211 Cameron Ave,M2N 1E8,North York,Toronto,Cameron Public School,440741,MULTIPOINT (-79.421251554251 43.7543606984639)
169,169,8837786,CANAAN GLOBAL ACADEMY,,32 KERN RD,8837786,32,32 Kern Rd,M3B 1T1,North York,Toronto,,8837777,MULTIPOINT (-79.3506864852167 43.7499003413721)
170,170,30064074,CANADA SPRUCEVILLE ACADEMY,,716 GORDON BAKER RD,30064074,716,716 Gordon Baker Rd,M2H 3B4,North York,Toronto,,9246755,MULTIPOINT (-79.3421386188846 43.8109545485955)
171,171,481933,CANADIAN ADVANCED SENIOR HIGH,,217 ALFRED AVE,481933,217,217 Alfred Ave,M2N 3J7,North York,Toronto,,438990,MULTIPOINT (-79.3955166823733 43.7681894473727)
172,172,3369840,CANADIAN IMPERIAL ACADEMY,,3850 FINCH AVE E,3369840,3850,3850 Finch Ave E,M1T 3T6,Scarborough,Toronto,,3369767,MULTIPOINT (-79.3006276774292 43.8006429947089)
173,173,9668636,CANADIAN INTERNATIONAL COLLEGE,,2347 KENNEDY RD,9668636,2347,2347 Kennedy Rd,M1T 3T8,Scarborough,Toronto,,9668534,MULTIPOINT (-79.2882892370706 43.7840565219055)
174,174,7794398,CANADIAN MARTYRS CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,520 PLAINS RD,7794398,520,520 Plains Rd,M4C 2Z1,East York,Toronto,Canadian Martyrs Catholic School,7794394,MULTIPOINT (-79.3193386362478 43.6981999203505)
175,175,14129930,CANADIAN TAMIL ACADEMY,,8 MILNER AVE,14129930,8,8 Milner Ave,M1S 3P8,Scarborough,Toronto,,106730,MULTIPOINT (-79.2560647526698 43.7859309725289)
176,176,999333,CAN-AIM HIGH SCHOOL,,2 ELMHURST DR,999333,2,2 Elmhurst Dr,M9W 2J3,Etobicoke,Toronto,,907562,MULTIPOINT (-79.551444275464 43.7251340041367)
177,177,13502678,CANNY SCHOOL,,250 CONSUMERS RD,13502678,250,250 Consumers Rd,M2J 4V6,North York,Toronto,,438551,MULTIPOINT (-79.3308571752924 43.7718171830808)
178,178,9135228,CARDINAL CARTER ACADEMY FOR THE ARTS,Toronto Catholic District School Board,36 GREENFIELD AVE,9135228,36,36 Greenfield Ave,M2N 3C8,North York,Toronto,Cardinal Carter Academy For The Arts,20040806,MULTIPOINT (-79.4097615824432 43.7640950103093)
179,179,365821,CARDINAL LEGER CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,600 MORRISH RD,365821,600,600 Morrish Rd,M1C 4Y1,Scarborough,Toronto,Cardinal Leger Catholic School,13974899,MULTIPOINT (-79.1754616226425 43.7932879519401)
180,180,7974726,CAREERQUEST - TORONTO,,129 YORKVILLE AVE,7974726,129,129 Yorkville Ave,M5R 1C4,former Toronto,Toronto,,7974709,MULTIPOINT (-79.3935194605903 43.6704891897759)
181,181,8714071,CARLETON VILLAGE JUNIOR & SENIOR PUBLIC SCHOOL ,Toronto District School Board,315 OSLER ST,8714071,315,315 Osler St,M6N 2Z4,former Toronto,Toronto,Carleton Village North Public School,14012998,MULTIPOINT (-79.4600288033669 43.6723528079383)
182,182,497128,CASSANDRA PUBLIC SCHOOL,Toronto District School Board,45 CASSANDRA BLVD,497128,45,45 Cassandra Blvd,M3A 1S5,North York,Toronto,Cassandra Public School,30100005,MULTIPOINT (-79.3289014753509 43.7484250053493)
183,183,992851,CASTLEBAR Junior School,Toronto District School Board,70 CHARTWELL RD,992851,70,70 Chartwell Rd,M8Z 4G6,Etobicoke,Toronto,,912905,MULTIPOINT (-79.5137942125371 43.6305564879895)
184,184,14078198,CATHEDRAL CHRISTIAN ACADEMY   ,,1111 ARROW RD,14078198,1111,1111 Arrow Rd,M9M 3B3,North York,Toronto,,441458,MULTIPOINT (-79.5344853865386 43.7523875173115)
185,185,337054,CEDAR DRIVE JUNIOR PUBLIC SCHOOL,Toronto District School Board,21 GATESVIEW AVE,337054,21,21 Gatesview Ave,M1J 3G4,Scarborough,Toronto,Cedar Drive Junior Public School,110162,MULTIPOINT (-79.215050939271 43.7458528095017)
186,186,360056,CEDARBRAE COLLEGIATE INSTITUTE,Toronto District School Board,550 MARKHAM RD,360056,550,550 Markham Rd,M1H 2A2,Scarborough,Toronto,Cedarbrae Collegiate Institute,109476,MULTIPOINT (-79.2259248559894 43.7563408988376)
187,187,367221,CEDARBROOK JUNIOR PUBLIC SCHOOL,Toronto District School Board,56 NELSON ST,367221,56,56 Nelson St,M1J 2V6,Scarborough,Toronto,Cedarbrook Junior Public School,110186,MULTIPOINT (-79.2301927515264 43.7472933923281)
188,188,51217,CEDARVALE COMMUNITY SCHOOL,Toronto District School Board,145 AVA RD,51217,145,145 Ava Rd,M6C 1W4,York,Toronto,Cedarvale Community School,7630,MULTIPOINT (-79.4302837269918 43.696025486871)
189,189,11048263,CENTENNIAL COLLEGE - ASHTONBEE CAMPUS  ,,75 ASHTONBEE RD,11048263,75,75 Ashtonbee Rd,M1L 4N4,Scarborough,Toronto,,20362192,MULTIPOINT (-79.2897867296388 43.7307013783081)
190,190,6387861,CENTENNIAL COLLEGE - CARLAW CAMPUS  ,,951 CARLAW AVE,6387861,951,951 Carlaw Ave,M4K 3M2,East York,Toronto,Centennial College,6387864,MULTIPOINT (-79.3488606053088 43.6846512620714)
191,191,13494886,CENTENNIAL COLLEGE - DOWNSVIEW CAMPUS,,65 CARL HALL RD,13494886,65,65 Carl Hall Rd,M3K 2E1,North York,Toronto,,30110451,MULTIPOINT (-79.4761936970209 43.7473823846262)
192,192,5101257,CENTENNIAL COLLEGE - MIDLAND CAMPUS,,1450 MIDLAND AVE,5101257,1450,1450 Midland Ave,M1P 4Z8,Scarborough,Toronto,,5087274,MULTIPOINT (-79.2656557452645 43.7522958988616)
193,193,14198162,CENTENNIAL COLLEGE - MORNINGSIDE CAMPUS  ,,755 MORNINGSIDE AVE,14198162,755,755 Morningside Ave,M1C 5J9,Scarborough,Toronto,Centennial HP Science and Technology Cen,30075982,MULTIPOINT (-79.1929331612857 43.7860239310755)
194,194,13503978,CENTENNIAL COLLEGE - PROGRESS CAMPUS  ,,941 PROGRESS AVE,13503978,941,941 Progress Ave,M1G 3T8,Scarborough,Toronto,,13971323,MULTIPOINT (-79.2270264219067 43.7852646605478)
195,195,317905,CENTENNIAL ROAD JUNIOR PUBLIC SCHOOL,Toronto District School Board,271 CENTENNIAL RD,317905,271,271 Centennial Rd,M1C 2A2,Scarborough,Toronto,Centennial Road Public School,106476,MULTIPOINT (-79.1500238078626 43.7869622763272)
196,196,7196008,CENTERPOINT LINC,Toronto District School Board,6464 YONGE ST,7196008,6464,6464 Yonge St,M2M 3X4,North York,Toronto,,7195911,MULTIPOINT (-79.422382771195 43.7958512114194)
197,197,996285,CENTRAL ETOBICOKE HIGH SCHOOL,Toronto District School Board,10 DENFIELD ST,996285,10,10 Denfield St,M9R 3H1,Etobicoke,Toronto,Central Etobicoke High School,909523,MULTIPOINT (-79.5554889336889 43.6790185578849)
198,198,575631,CENTRAL MONTESSORI - WILLOWDALE,,157 WILLOWDALE AVE,575631,157,157 Willowdale Ave,M2N 4Y7,North York,Toronto,,439256,MULTIPOINT (-79.4004166171823 43.7666501469879)
199,199,6924847,CENTRAL TECHNICAL SCHOOL,Toronto District School Board,725 BATHURST ST,6924847,725,725 Bathurst St,M5S 2R5,former Toronto,Toronto,Central Technical School,6924827,MULTIPOINT (-79.4085177947948 43.6628382420106)
200,200,866713,CENTRAL TORONTO ACADEMY/CENTRAL COMMERCE COLLEGIATE INSTITUTE,Toronto District School Board,570 SHAW ST,866713,570,570 Shaw St,M6G 3L6,former Toronto,Toronto,Central Commerce Collegiate,1144414,MULTIPOINT (-79.4219986112882 43.657978462827)
201,201,9602785,CESTAR HIGH SCHOOL,,271 YORKLAND BLVD,9602785,271,271 Yorkland Blvd,M2J 1S5,North York,Toronto,,30121150,MULTIPOINT (-79.3355275145792 43.7737288529858)
202,202,10494536,CHALKFARM PUBLIC SCHOOL,Toronto District School Board,100 CHALKFARM DR,10494536,100,100 Chalkfarm Dr,M3L 1L4,North York,Toronto,Chalkfarm Public School,10494522,MULTIPOINT (-79.5143927419889 43.7271064323401)
203,203,553615,CHAMINADE COLLEGE SCHOOL,Toronto Catholic District School Board,490 QUEEN'S DR,553615,490,490 Queen's Dr,M6L 1M8,North York,Toronto,Chaminade College,446154,MULTIPOINT (-79.4960594579928 43.7100909589739)
204,204,9038626,CHARLES E WEBSTER JUNIOR PUBLIC SCHOOL,Toronto District School Board,1900 KEELE ST,9038626,1900,1900 Keele St,M6M 3X7,York,Toronto,C. E. Webster Junior Public School,9038621,MULTIPOINT (-79.475099515903 43.6934344434159)
205,205,837099,CHARLES G FRASER JUNIOR PUBLIC SCHOOL,Toronto District School Board,79 MANNING AVE,837099,79,79 Manning Ave,M6J 2K6,former Toronto,Toronto,Charles G Fraser Public School,14018080,MULTIPOINT (-79.4094836303214 43.6485300830641)
206,206,6436438,CHARLES GORDON SENIOR PUBLIC SCHOOL,Toronto District School Board,25 MARCOS BLVD,6436438,25,25 Marcos Blvd,M1K 5A7,Scarborough,Toronto,Charles Gordon Public School,110208,MULTIPOINT (-79.2605263117434 43.7462850480666)
207,207,575920,CHARLES H BEST MIDDLE SCHOOL,Toronto District School Board,285 WILMINGTON AVE,575920,285,285 Wilmington Ave,M3H 5K8,North York,Toronto,Charles H Best Middle School,439329,MULTIPOINT (-79.4586302368016 43.7674452465892)
208,208,318714,CHARLOTTETOWN JUNIOR PUBLIC SCHOOL,Toronto District School Board,85 CHARLOTTETOWN BLVD,318714,85,85 Charlottetown Blvd,M1C 2C7,Scarborough,Toronto,Charlottetown Junior Elementary School - Building Grounds,106764,MULTIPOINT (-79.1422089559982 43.7820702346732)
209,209,6332543,CHARTLAND JUNIOR PUBLIC SCHOOL,Toronto District School Board,109 CHARTLAND BLVD S,6332543,109,109 Chartland Blvd S,M1S 2R7,Scarborough,Toronto,Chartland Junior Public School,6332527,MULTIPOINT (-79.2785043435939 43.799988726269)
210,210,498606,CHEROKEE PUBLIC SCHOOL,Toronto District School Board,390 CHEROKEE BLVD,498606,390,390 Cherokee Blvd,M2H 2W7,North York,Toronto,Cherokee Public School,436481,MULTIPOINT (-79.338614744436 43.7987627465793)
211,211,3232917,CHESTER ELEMENTARY SCHOOL,Toronto District School Board,115 GOWAN AVE,3232917,115,115 Gowan Ave,M4K 2E4,East York,Toronto,Chester Elementary School,3232919,MULTIPOINT (-79.3517099846563 43.6876023807709)
212,212,6242276,CHESTER LE JUNIOR PUBLIC SCHOOL,Toronto District School Board,201 CHESTER LE BLVD,6242276,201,201 Chester Le Blvd,M1W 2K7,Scarborough,Toronto,Chester Le Junior Elementary School - Building Grounds,6242279,MULTIPOINT (-79.3310953374039 43.7985877098575)
213,213,337172,CHIEF DAN GEORGE PUBLIC SCHOOL,Toronto District School Board,185 GENERATION BLVD,337172,185,185 Generation Blvd,M1B 2K5,Scarborough,Toronto,Chief Dan George Public School,104636,MULTIPOINT (-79.1638346582217 43.8027223090495)
