_id,OBJECTID,GEO_ID,NAME,BOARD_NAME,SOURCE_ADDRESS,ADDRESS_POINT_ID,ADDRESS_NUMBER,ADDRESS_FULL,POSTAL_CODE,MUNICIPALITY,CITY,PLACE_NAME,CENTRELINE_ID,geometry
939,939,7560969,ST JEROME CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,111 SHARPECROFT BLVD,7560969,111,111 Sharpecroft Blvd,M3J 1P5,North York,Toronto,St. Jerome Catholic School,30092951,MULTIPOINT (-79.4888903079609 43.7488344363176)
940,940,388184,ST JOACHIM CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,3395 ST CLAIR AVE E,388184,3395,3395 St Clair Ave E,M1L 1W3,Scarborough,Toronto,St. Joachim Catholic School,112131,MULTIPOINT (-79.2754113465998 43.7130080216446)
941,941,63252,ST JOHN BOSCO CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,75 HOLMESDALE RD,63252,75,75 Holmesdale Rd,M6E 1Y2,York,Toronto,St. John Bosco Catholic School,8266,MULTIPOINT (-79.4505577405563 43.688715787105)
942,942,829026,ST JOHN CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,780 KINGSTON RD,829026,780,780 Kingston Rd,M4E 1R7,former Toronto,Toronto,St. John Catholic School,30059637,MULTIPOINT (-79.294568672894 43.6802243802861)
943,943,14258325,ST JOHN HENRY NEWMAN CATHOLIC HIGH SCHOOL,Toronto Catholic District School Board,100 BRIMLEY RD S,14258325,100,100 Brimley Rd S,M1M 3X4,Scarborough,Toronto,St. John Henry Newman Catholic High School,30029505,MULTIPOINT (-79.2404353720764 43.7147788010578)
944,944,6942850,ST JOHN PAUL II CATHOLIC SECONDARY SCHOOL,Toronto Catholic District School Board,685 MILITARY TRL,6942850,685,685 Military Trl,M1E 4P6,Scarborough,Toronto,Pope John Paul II Catholic Secondary School,14658973,MULTIPOINT (-79.1993630894791 43.7900759206163)
945,945,9950447,ST JOHN THE EVANGELIST CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,23 GEORGE ST,9950447,23,23 George St,M9N 2B4,York,Toronto,St.John The Evangelist,9950436,MULTIPOINT (-79.5202639895356 43.7032102333552)
946,946,9779709,ST JOHN VIANNEY CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,105 THISTLE DOWN BLVD,9779709,105,105 Thistle Down Blvd,M9V 1J5,Etobicoke,Toronto,St. John Vianney Catholic School,9779703,MULTIPOINT (-79.5539537350338 43.7380608406619)
947,947,523760,ST JOHN XXIII CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,175 GRENOBLE DR,523760,175,175 Grenoble Dr,M3C 3E7,North York,Toronto,St. John XXIII Catholic School,445634,MULTIPOINT (-79.3298478904051 43.7124539719629)
948,948,8823972,ST JOSAPHAT CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,110 TENTH  ST,8823972,110,110 Tenth St,M8V 3G1,Etobicoke,Toronto,St. Josaphat Catholic School,20048481,MULTIPOINT (-79.5090595341902 43.5992985583395)
949,949,832894,ST JOSEPH CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,176 LESLIE ST,832894,176,176 Leslie St,M4M 3C7,former Toronto,Toronto,St. Joseph Catholic School,14023389,MULTIPOINT (-79.3318905488989 43.6658080724709)
950,950,8128878,ST JOSEPH'S COLLEGE SCHOOL,Toronto Catholic District School Board,74 WELLESLEY ST W,8128878,74,74 Wellesley St W,M5S 1C4,former Toronto,Toronto,St. Joseph's College,8128875,MULTIPOINT (-79.3888646582957 43.6644368621349)
951,951,13971304,ST JOSEPH'S MORROW PARK CATHOLIC SECONDARY SCHOOL,Toronto Catholic District School Board,3379 BAYVIEW AVE,13971304,3379,3379 Bayview Ave,M2M 3S4,North York,Toronto,St. Josephs Morrow Park,9531674,MULTIPOINT (-79.3931745580941 43.7978488469558)
952,952,574322,ST JUDE CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,3251 WESTON RD,574322,3251,3251 Weston Rd,M9M 2T9,North York,Toronto,St. Jude Catholic School,442805,MULTIPOINT (-79.5392565396502 43.7404844801824)
953,953,540372,ST KATERI TEKAKWITHA CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,70 MARGARET AVE,540372,70,70 Margaret Ave,M2J 4C5,North York,Toronto,St. Kateri Tekakwitha Catholic School,30101247,MULTIPOINT (-79.3380515908991 43.7858197125024)
954,954,366586,ST KEVIN CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,15 MURRAY GLEN DR,366586,15,15 Murray Glen Dr,M1R 3J6,Scarborough,Toronto,St. Kevin Catholic School,110028,MULTIPOINT (-79.3061817661922 43.7507604549417)
955,955,4605081,ST LAWRENCE CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,2216 LAWRENCE AVE E,4605081,2216,2216 Lawrence Ave E,M1P 2P9,Scarborough,Toronto,St. Lawrence Catholic School,4605094,MULTIPOINT (-79.279920844721 43.7493063881773)
956,956,7570012,ST LEO CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,165 STANLEY AVE,7570012,165,165 Stanley Ave,M8V 1P1,Etobicoke,Toronto,St. Leo Catholic School,20052938,MULTIPOINT (-79.4962884514206 43.6142799913749)
957,957,13315640,ST LEONARD ADULT EDUCATION CENTRE,Toronto Catholic District School Board,100 RAVEL RD,13315640,100,100 Ravel Rd,M2H 1S9,North York,Toronto,Oxford Academy,13315627,MULTIPOINT (-79.367340385707 43.7919518364679)
958,958,6942666,ST LOUIS CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,11 MORGAN AVE,6942666,11,11 Morgan Ave,M8Y 2Z7,Etobicoke,Toronto,St. Louis Catholic School,20053158,MULTIPOINT (-79.5009553836076 43.6257451246799)
959,959,8431736,ST LUIGI CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,2 RUSKIN AVE,8431736,2,2 Ruskin Ave,M6P 3P8,former Toronto,Toronto,St. Luigi Catholic School,8431729,MULTIPOINT (-79.4514701139127 43.6628755818843)
960,960,545070,ST MADELEINE CATHOLIC ELEMENTARY SCHOOL,Conseil scolaire de district catholique Centre-Sud,1 NESS DR,545070,1,1 Ness Dr,M3A 2W1,North York,Toronto,St Madeleine Catholic Elementary School,439610,MULTIPOINT (-79.3227174245928 43.762249209041)
961,961,11901986,ST MALACHY CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,80 BENNETT RD,11901986,80,80 Bennett Rd,M1E 3Y3,Scarborough,Toronto,St. Malachy Catholic School,11901984,MULTIPOINT (-79.1663503950133 43.7711329119069)
962,962,996286,ST MARCELLUS CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,15 DENFIELD ST,996286,15,15 Denfield St,M9R 3H2,Etobicoke,Toronto,St. Marcellus Catholic School,909523,MULTIPOINT (-79.5542249529223 43.6797919363761)
963,963,14120386,ST MARGARET CATHOLIC ELEMENTARY SCHOOL - AMEER SITE,Toronto Catholic District School Board,50 AMEER AVE,14120386,50,50 Ameer Ave,M6A 2L3,North York,Toronto,Sir Sandford Fleming Academy,30061212,MULTIPOINT (-79.4417054054556 43.7286921824032)
964,964,496586,ST MARGARET CATHOLIC ELEMENTARY SCHOOL - CARMICHAEL SITE,Toronto Catholic District School Board,85 CARMICHAEL AVE,496586,85,85 Carmichael Ave,M5M 2X1,North York,Toronto,St. Margaret Catholic School,443017,MULTIPOINT (-79.426648415056 43.7359856885179)
965,965,4650231,ST MARGARET'S PUBLIC SCHOOL,Toronto District School Board,235 GALLOWAY RD,4650231,235,235 Galloway Rd,M1E 1X5,Scarborough,Toronto,St. Margaret's Public School,30025638,MULTIPOINT (-79.195821221175 43.7679505557947)
966,966,300816,ST MARGUERITE BOURGEOYS CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,75 ALEXMUIR BLVD,300816,75,75 Alexmuir Blvd,M1V 1H6,Scarborough,Toronto,St. Marguerite Bourgeoys Catholic School,104354,MULTIPOINT (-79.2850919491127 43.8082306631027)
967,967,10142951,ST MARGUERITE D'YOUVILLE CATHOLIC ELEMENTARY SCHOOL,Conseil scolaire de district catholique Centre-Sud,755 ROYAL YORK RD,10142951,755,755 Royal York Rd,M8Y 2T3,Etobicoke,Toronto,,10142922,MULTIPOINT (-79.5060880634959 43.6359577030971)
968,968,350045,ST MARIA GORETTI CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,21 KENMARK BLVD,350045,21,21 Kenmark Blvd,M1K 3N8,Scarborough,Toronto,St. Maria Goretti Catholic School,111374,MULTIPOINT (-79.2659221067688 43.7298353180624)
969,969,7940024,ST MARK CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,45 CLOVERHILL RD,7940024,45,45 Cloverhill Rd,M8Y 1T4,Etobicoke,Toronto,St. Mark Catholic School,7940021,MULTIPOINT (-79.4901975062684 43.6344998506233)
970,970,10257820,ST MARTHA CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,1865 SHEPPARD AVE W,10257820,1865,1865 Sheppard Ave W,M3L 1Y5,North York,Toronto,St. Martha Catholic School,10257821,MULTIPOINT (-79.502184631375 43.7409310902)
971,971,365462,ST MARTIN DE PORRES CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,230 MORNINGSIDE AVE,365462,230,230 Morningside Ave,M1E 3E1,Scarborough,Toronto,St. Martin de Porres Catholic School,108387,MULTIPOINT (-79.1862924598949 43.7669828897416)
972,972,795079,ST MARY CATHOLIC ACADEMY SECONDARY SCHOOL,Toronto Catholic District School Board,66 DUFFERIN PARK AVE,795079,66,66 Dufferin Park Ave,M6H 1J6,former Toronto,Toronto,St. Mary Catholic Academy,1144305,MULTIPOINT (-79.4321542870877 43.6577935996839)
973,973,8457265,ST MARY CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,20 PORTUGAL SQ,8457265,20,20 Portugal Sq,M6J 3P2,former Toronto,Toronto,St. Mary Catholic School,14674139,MULTIPOINT (-79.40463496612 43.6458438060303)
974,974,10364883,ST MARY OF THE ANGELS CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,1477 DUFFERIN ST,10364883,1477,1477 Dufferin St,M6H 4C7,former Toronto,Toronto,St. Mary Of The Angels Catholic School,10364636,MULTIPOINT (-79.4402927050095 43.6721188639003)
975,975,10635876,ST MATTHEW CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,18 LAVENDER RD,10635876,18,18 Lavender Rd,M6N 2B5,York,Toronto,St. Matthew Catholic School,14072375,MULTIPOINT (-79.4679721851425 43.6805852613849)
976,976,571309,ST MATTHIAS CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,101 VAN HORNE AVE,571309,101,101 Van Horne Ave,M2J 2S8,North York,Toronto,St. Matthias Catholic School,437364,MULTIPOINT (-79.3594556324106 43.7848902249538)
977,977,1011124,ST MAURICE CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,45 KINGSVIEW BLVD,1011124,45,45 Kingsview Blvd,M9R 1T7,Etobicoke,Toronto,St. Maurice Catholic School,30092086,MULTIPOINT (-79.5539328680624 43.6978127589357)
978,978,8351474,ST MICHAEL CATHOLIC ELEMENTARY SCHOOL - BLDG 1,Toronto Catholic District School Board,50 GEORGE ST S,8351474,50,50 George St S,M5A 4B2,former Toronto,Toronto,St. Michael Catholic School,8351473,MULTIPOINT (-79.36966974588 43.6479370958046)
979,979,6168187,ST MICHAEL CATHOLIC ELEMENTARY SCHOOL - BLDG 2,Toronto Catholic District School Board,49 HENRY LANE TER,6168187,49,49 Henry Lane Ter,M5A 4B5,former Toronto,Toronto,,6168193,MULTIPOINT (-79.3696700187742 43.6468591646679)
980,980,2184376,ST MICHAEL FRENCH CATHOLIC ELEMENTARY SCHOOL,Conseil scolaire de district catholique Centre-Sud,29 MEADOWVALE RD,2184376,29,29 Meadowvale Rd,M1C 1R7,Scarborough,Toronto,,2184375,MULTIPOINT (-79.1570049889664 43.7774532793764)
981,981,773895,ST MICHAEL'S CHOIR SCHOOL - CHORAL BLDG,Toronto Catholic District School Board,66 BOND ST,773895,66,66 Bond St,M5B 1X2,former Toronto,Toronto,St. Michael Choir Jr,1144656,MULTIPOINT (-79.3780770780339 43.6550645830878)
982,982,773896,ST MICHAEL'S CHOIR SCHOOL - ELEMENTARY,Toronto Catholic District School Board,67 BOND ST,773896,67,67 Bond St,M5B 1X5,former Toronto,Toronto,St. Michael Choir Sr,1144656,MULTIPOINT (-79.3776872580906 43.655445733995)
983,983,773893,ST MICHAEL'S CHOIR SCHOOL - GYMNASIUM BLDG,Toronto Catholic District School Board,56 BOND ST,773893,56,56 Bond St,M5B 1X2,former Toronto,Toronto,St Michaels Parish Hall,1144656,MULTIPOINT (-79.378123626922 43.6548028553739)
984,984,14205177,ST MICHAEL'S CHOIR SCHOOL - SECONDARY,Toronto Catholic District School Board,69 BOND ST,14205177,69,69 Bond St,M5B 1X4,former Toronto,Toronto,,1144656,MULTIPOINT (-79.3777294123857 43.6555361616688)
985,985,8837322,ST MICHAEL'S COLLEGE   ,,1515 BATHURST ST,8837322,1515,1515 Bathurst St,M5P 3H4,York,Toronto,,8837318,MULTIPOINT (-79.4175812301783 43.6847716857119)
986,986,7632822,ST MONICA CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,14 BROADWAY AVE,7632822,14,14 Broadway Ave,M4P 1T4,former Toronto,Toronto,St. Monica Catholic School,7632816,MULTIPOINT (-79.3976277049175 43.7101592663982)
987,987,2133565,ST MOTHER TERESA CATHOLIC ACADEMY,Toronto Catholic District School Board,40 SEWELLS RD,2133565,40,40 Sewell's Rd,M1B 3G5,Scarborough,Toronto,St. Mother Teresa Catholic Academy,2133566,MULTIPOINT (-79.2144834881968 43.809723237627)
988,988,301461,ST NICHOLAS CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,33 AMARILLO DR,301461,33,33 Amarillo Dr,M1J 2P7,Scarborough,Toronto,St. Nicholas Catholic School,110175,MULTIPOINT (-79.232893649722 43.7477332879854)
989,989,71978,ST NICHOLAS OF BARI CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,363 ROGERS RD,71978,363,363 Rogers Rd,M6E 1R6,York,Toronto,St. Nicholas Of Bari Catholic School,8745,MULTIPOINT (-79.4604931991533 43.6828243738643)
990,990,1038674,ST NOEL CHABANEL CATHOLIC ELEMENTARY SCHOOL,Conseil scolaire de district catholique Centre-Sud,30 THISTLE DOWN BLVD,1038674,30,30 Thistle Down Blvd,M9V 1H8,Etobicoke,Toronto,,907072,MULTIPOINT (-79.5607609382549 43.7367756505084)
991,991,539709,ST NORBERT CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,60 MANIZA RD,539709,60,60 Maniza Rd,M3K 1R6,North York,Toronto,St. Norbert Catholic School,443285,MULTIPOINT (-79.4645227876529 43.7346150367873)
992,992,2917611,ST OSCAR ROMERO CATHOLIC SECONCARY SCHOOL,Toronto Catholic District School Board,99 HUMBER BLVD,2917611,99,99 Humber Blvd,M6N 2H4,York,Toronto,St. Oscar Romero Catholic Secondary School,2884873,MULTIPOINT (-79.4810172796167 43.6803090053029)
993,993,564800,ST PASCHAL BAYLON CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,15 ST PASCHAL CRT,564800,15,15 St Paschal Crt,M2M 1X6,North York,Toronto,St. Paschal Baylon Catholic School,436962,MULTIPOINT (-79.4317032640691 43.7921112221505)
994,994,6355204,ST PATRICK CATHOLIC SECONDARY SCHOOL,Toronto Catholic District School Board,49 FELSTEAD AVE,6355204,49,49 Felstead Ave,M4J 1G3,former Toronto,Toronto,St. Patrick Catholic Secondary School,20053274,MULTIPOINT (-79.3276494865718 43.6783223029713)
995,995,11070056,ST PAUL CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,80 SACKVILLE ST,11070056,80,80 Sackville St,M5A 3E5,former Toronto,Toronto,St. Paul Catholic School,14661318,MULTIPOINT (-79.3617341874579 43.6554889407822)
996,996,825426,ST PIUS X CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,71 JANE ST,825426,71,71 Jane St,M6S 3Y3,former Toronto,Toronto,St. Pius X Catholic School,1145511,MULTIPOINT (-79.4847133386746 43.6512772232725)
997,997,518696,ST RAPHAEL CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,3 GADE DR,518696,3,3 Gade Dr,M3M 2K2,North York,Toronto,St. Raphael Catholic School,444040,MULTIPOINT (-79.4887180636838 43.7285235857172)
998,998,841367,ST RAYMOND CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,402 MELITA CRES,841367,402,402 Melita Cres,M6G 3X6,former Toronto,Toronto,St. Bruno / St. Raymond Catholic School,1141684,MULTIPOINT (-79.4270629277561 43.6732399543957)
999,999,375269,ST RENE GOUPIL CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,44 PORT ROYAL TRL,375269,44,44 Port Royal Trl,M1V 2G8,Scarborough,Toronto,St. Rene Goupil Catholic School,103481,MULTIPOINT (-79.288303124399 43.819348361547)
1000,1000,6408660,ST RICHARD CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,960 BELLAMY RD N,6408660,960,960 Bellamy Rd N,M1H 1H1,Scarborough,Toronto,St. Richard Catholic School,108383,MULTIPOINT (-79.2399872236293 43.7683108942917)
1001,1001,11405331,ST RITA CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,178 EDWIN AVE,11405331,178,178 Edwin Ave,M6P 3Z9,former Toronto,Toronto,St. Rita Catholic School,30119676,MULTIPOINT (-79.4564483357855 43.6661347663831)
1002,1002,485543,ST ROBERT CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,70 BAINBRIDGE AVE,485543,70,70 Bainbridge Ave,M3H 2K2,North York,Toronto,St. Robert Catholic School,441352,MULTIPOINT (-79.4441451836565 43.7496575317948)
1003,1003,10430603,ST ROCH CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,174 DUNCANWOODS DR,10430603,174,174 Duncanwoods Dr,M9L 2E3,North York,Toronto,St. Roch Catholic School,10430565,MULTIPOINT (-79.5667497158539 43.7537079716592)
1004,1004,354417,ST ROSE OF LIMA CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,3220 LAWRENCE AVE E,354417,3220,3220 Lawrence Ave E,M1H 1A4,Scarborough,Toronto,St. Rose Of Lima Catholic School,30061518,MULTIPOINT (-79.2405599229096 43.7574823908581)
1005,1005,9638114,ST SEBASTIAN CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,717 BROCK AVE,9638114,717,717 Brock Ave,M6H 3P1,former Toronto,Toronto,St. Sebastian Catholic School,14012744,MULTIPOINT (-79.4399264681495 43.6627661508689)
1006,1006,30016433,ST SIMON CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,24 STRATHBURN BLVD,30016433,24,24 Strathburn Blvd,M9M 2K3,North York,Toronto,St. Simon Catholic School,445303,MULTIPOINT (-79.5329761660784 43.7188620935778)
1007,1007,1003707,ST STEPHEN CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,55 GOLFDOWN DR,1003707,55,55 Golfdown Dr,M9W 2H8,Etobicoke,Toronto,St. Stephen Catholic School,907698,MULTIPOINT (-79.5544731695422 43.7220025167093)
1008,1008,386354,ST SYLVESTER CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,260 SILVER SPRINGS BLVD,386354,260,260 Silver Springs Blvd,M1V 1S4,Scarborough,Toronto,St. Sylvester Catholic School,104551,MULTIPOINT (-79.3022463993111 43.8053583871689)
1009,1009,352125,ST THERESA SHRINE CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,2665 KINGSTON RD,352125,2665,2665 Kingston Rd,M1M 1M2,Scarborough,Toronto,St. Theresa Shrine,112019,MULTIPOINT (-79.2424755891945 43.7156378599317)
1010,1010,8571075,ST THOMAS AQUINAS CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,636 GLENHOLME AVE,8571075,636,636 Glenholme Ave,M6E 3G9,York,Toronto,St. Thomas Aquinas Catholic School,8570974,MULTIPOINT (-79.4457437831478 43.6958897058391)
1011,1011,9234029,ST THOMAS MORE CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,2300 ELLESMERE RD,9234029,2300,2300 Ellesmere Rd,M1G 3M7,Scarborough,Toronto,St. Thomas More Catholic School,9234028,MULTIPOINT (-79.225165018032 43.7783913599106)
1012,1012,5145355,ST TIMOTHY CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,25 ROCHELLE CRES,5145355,25,25 Rochelle Cres,M2J 1Y3,North York,Toronto,St. Timothy Catholic School,5145339,MULTIPOINT (-79.3510382340178 43.774938652465)
1013,1013,356351,ST URSULA CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,215 LIVINGSTON RD,356351,215,215 Livingston Rd,M1E 1L8,Scarborough,Toronto,St. Ursula Catholic School,30059524,MULTIPOINT (-79.1996603997432 43.7497922144629)
1014,1014,307269,ST VICTOR CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,20 BERNADINE ST,307269,20,20 Bernadine St,M1P 4M2,Scarborough,Toronto,St. Victor Catholic School,108321,MULTIPOINT (-79.2591053694717 43.769057156297)
1015,1015,804845,ST VINCENT DE PAUL CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,116 FERMANAGH AVE,804845,116,116 Fermanagh Ave,M6R 1M2,former Toronto,Toronto,St. Vincent De Paul Catholic School,14017559,MULTIPOINT (-79.4479230168876 43.6468292693933)
1016,1016,11574893,ST WILFRID CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,1685 FINCH AVE W,11574893,1685,1685 Finch Ave W,M3J 2G8,North York,Toronto,Saint Wilfrid Catholic School,30016929,MULTIPOINT (-79.5025941161419 43.7600459464136)
1017,1017,20200382,STANLEY PUBLIC SCHOOL,Toronto District School Board,75 STANLEY RD,20200382,75,75 Stanley Rd,M3N 1C2,North York,Toronto,Stanley Public School,11271967,MULTIPOINT (-79.5178270423286 43.7418311837881)
1018,1018,9467757,STEELESVIEW PUBLIC SCHOOL,Toronto District School Board,105 BESTVIEW DR,9467757,105,105 Bestview Dr,M2M 2Y1,North York,Toronto,Steelesview Public School,9467747,MULTIPOINT (-79.3856328580992 43.8026660882921)
1019,1019,9780035,STELLA MARIS CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,31 ASCOT AVE,9780035,31,31 Ascot Ave,M6E 1E6,former Toronto,Toronto,Stella Maris Catholic School,14015702,MULTIPOINT (-79.4448952342307 43.6796259814587)
1020,1020,9668671,STEPHEN LEACOCK COLLEGIATE INSTITUTE,Toronto District School Board,2450 BIRCHMOUNT RD,9668671,2450,2450 Birchmount Rd,M1T 2M5,Scarborough,Toronto,Stephen Leacock Collegiate Institute - Building Grounds,30000677,MULTIPOINT (-79.3021342614181 43.7851820434334)
1021,1021,7522835,STILECROFT PUBLIC SCHOOL,Toronto District School Board,50 STILECROFT DR,7522835,50,50 Stilecroft Dr,M3J 1A7,North York,Toronto,Stilecroft Public School,30092975,MULTIPOINT (-79.4932050987089 43.7510558213298)
1022,1022,853872,SUBWAY ACADEMY ONE,Toronto District School Board,16 PHIN AVE,853872,16,16 Phin Ave,M4J 3T2,former Toronto,Toronto,Eastern High School Of Commerce,1140397,MULTIPOINT (-79.3366360566295 43.6791402347004)
1023,1023,6350055,SUBWAY ACADEMY TWO,Toronto District School Board,64 BALDWIN ST,6350055,64,64 Baldwin St,M5T 1L4,former Toronto,Toronto,Beverley Public School,1144586,MULTIPOINT (-79.3957051033565 43.6557652368658)
1024,1024,484181,SUMMIT HEIGHTS PUBLIC SCHOOL,Toronto District School Board,139 ARMOUR BLVD,484181,139,139 Armour Blvd,M3H 1M1,North York,Toronto,Summit Heights Public School,442284,MULTIPOINT (-79.4300369383682 43.7413217746515)
1025,1025,7369607,SUMMIT MICRO SCHOOL,,291 JANE ST,7369607,291,291 Jane St,M6S 3Z3,former Toronto,Toronto,,7369263,MULTIPOINT (-79.4870298333676 43.656329196517)
1026,1026,2476346,SUNNY VIEW JUNIOR & SENIOR PUBLIC SCHOOL,Toronto District School Board,450 BLYTHWOOD RD,2476346,450,450 Blythwood Rd,M4N 1A9,North York,Toronto,Sunny View Public School,2476347,MULTIPOINT (-79.3873376052873 43.7198437625729)
1027,1027,11272707,SUNNYBROOK   ,,469 MERTON ST,11272707,469,469 Merton St,M4S 1B4,former Toronto,Toronto,,30118231,MULTIPOINT (-79.3825991459217 43.6987652629864)
1028,1028,6807238,SUNNYLEA JUNIOR SCHOOL,Toronto District School Board,35 GLENROY AVE,6807238,35,35 Glenroy Ave,M8Y 2M2,Etobicoke,Toronto,Sunnylea Junior Public School,6807239,MULTIPOINT (-79.5068732423943 43.6424439892717)
1029,1029,553701,SUON ACADEMY,,5 QUEENSLEA AVE,553701,5,5 Queenslea Ave,M9N 3X9,North York,Toronto,,446049,MULTIPOINT (-79.511684551782 43.7105706652576)
1030,1030,526022,SUON INTERNATIONAL ACADEMY,,35 HEAVITREE DR,526022,35,35 Heavitree Dr,M3L 1K5,North York,Toronto,St. Gerard Majella Catholic School,444316,MULTIPOINT (-79.5153111670977 43.7251462206469)
1031,1031,7635396,SWANSEA JUNIOR & SENIOR PUBLIC SCHOOL,Toronto District School Board,207 WINDERMERE AVE,7635396,207,207 Windermere Ave,M6S 3J9,former Toronto,Toronto,Swansea Public School,7632578,MULTIPOINT (-79.4770427530375 43.6436792914692)
1032,1032,10736648,TADDLE CREEK MONTESSORI SCHOOL,,39 SPADINA RD,10736648,39,39 Spadina Rd,M5R 2S9,former Toronto,Toronto,,14239870,MULTIPOINT (-79.4042682049576 43.6685294127136)
1033,1033,783049,TAIE INTERNATIONAL INSTITUTE   ,,399 CHURCH ST,783049,399,399 Church St,M5B 2J6,former Toronto,Toronto,,1143593,MULTIPOINT (-79.3789333112516 43.661784900085)
1034,1034,6793434,TALENTA ACADEMY,,2020 ELLESMERE RD,6793434,2020,2020 Ellesmere Rd,M1H 2Z8,Scarborough,Toronto,,30098911,MULTIPOINT (-79.2361357392269 43.7765510763775)
1035,1035,351647,TAM O'SHANTER JUNIOR PUBLIC SCHOOL,Toronto District School Board,21 KING HENRY'S BLVD,351647,21,21 King Henry's Blvd,M1T 2V3,Scarborough,Toronto,Tam O'Shanter Junior Public School,106768,MULTIPOINT (-79.2976616870896 43.7850716358588)
1036,1036,9910045,TAMARACK WEST OUTDOOR SCHOOL,,2264 BLOOR ST W,9910045,2264,2264 Bloor St W,M6S 1N9,former Toronto,Toronto,,9910035,MULTIPOINT (-79.4781320052367 43.6510211002056)
1037,1037,395722,TAYLOR CREEK PUBLIC SCHOOL,Toronto District School Board,644 WARDEN AVE,395722,644,644 Warden Ave,M1L 3Z3,Scarborough,Toronto,Warden Avenue Junior Public School,20353596,MULTIPOINT (-79.2772877434307 43.7000377584633)
1038,1038,2119588,TAYYIBAH ISLAMIC ACADEMY INC.,,100 MCLEVIN AVE,2119588,100,100 McLevin Ave,M1B 5K1,Scarborough,Toronto,,2119589,MULTIPOINT (-79.2365750799133 43.8015539474172)
1039,1039,383206,TECUMSEH SENIOR PUBLIC SCHOOL,Toronto District School Board,720 SCARBOROUGH GOLF CLUB RD,383206,720,720 Scarborough Golf Club Rd,M1G 1H7,Scarborough,Toronto,Tecumseh Senior Public School,108906,MULTIPOINT (-79.2167270408446 43.7629070424859)
